,id,amount_tsh,days_since_recorded,funder,gps_height,installer,basin,region_code,population,public_meeting,permit,extraction_type_class,management,payment_type,water_quality,quality_group,quantity,source,source_class,waterpoint_type_group,construction_periods
7697,61104,0.0,859,Hesawa,0,DWE,Lake Victoria,19,0,True,True,other,vwc,never pay,soft,good,seasonal,shallow well,groundwater,other,unknown
7698,19955,0.0,864,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7699,43510,0.0,977,other,0,other,Lake Rukwa,12,0,True,True,gravity,wug,on failure,soft,good,dry,river,surface,communal standpipe,unknown
7700,41099,30.0,411,other,1249,other,Lake Victoria,20,850,True,False,submersible,vwc,per bucket,salty,salty,enough,machine dbh,groundwater,communal standpipe,1980-1989
7701,51305,0.0,296,other,1553,other,Internal,13,1,False,True,handpump,vwc,unknown,unknown,unknown,dry,shallow well,groundwater,hand pump,1990-1999
7702,71832,200.0,255,other,627,other,Pangani,3,96,True,True,gravity,vwc,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7703,24812,20.0,315,other,392,other,Ruvuma / Southern Coast,80,350,True,True,handpump,vwc,per bucket,salty,salty,dry,machine dbh,groundwater,hand pump,2000-2009
7704,57060,0.0,982,World Bank,0,other,Wami / Ruvu,4,1,True,False,other,vwc,never pay,unknown,unknown,unknown,shallow well,groundwater,other,2010-2013
7705,3193,1000.0,1013,other,2161,other,Lake Nyasa,11,2,True,False,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
7706,20040,0.0,312,other,1647,other,Internal,13,1,False,False,submersible,vwc,unknown,unknown,unknown,unknown,machine dbh,groundwater,communal standpipe,2010-2013
7707,682,0.0,394,World Bank,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,dry,shallow well,groundwater,hand pump,unknown
7708,47417,8000.0,283,other,1521,other,Lake Nyasa,10,0,True,True,submersible,vwc,annually,soft,good,enough,river,surface,communal standpipe,1990-1999
7709,9536,0.0,965,other,0,other,Rufiji,12,0,True,True,gravity,wua,monthly,soft,good,insufficient,river,surface,communal standpipe,unknown
7710,56423,0.0,277,other,1245,other,Pangani,3,1,True,True,gravity,company,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7711,4770,500.0,880,other,1763,other,Rufiji,11,150,True,True,gravity,wug,monthly,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
7712,10926,10.0,309,other,162,other,Ruvuma / Southern Coast,80,1,False,False,other,vwc,per bucket,soft,good,enough,machine dbh,groundwater,hand pump,1980-1989
7713,70775,8000.0,283,other,1474,other,Lake Nyasa,10,0,True,True,submersible,vwc,annually,soft,good,enough,river,surface,communal standpipe,1990-1999
7714,3344,0.0,312,Rwssp,0,DWE,Lake Tanganyika,17,0,True,True,handpump,wug,unknown,soft,good,enough,shallow well,groundwater,hand pump,unknown
7715,7940,450.0,281,other,1759,other,Pangani,3,150,True,True,gravity,water board,other,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7716,41872,20.0,300,other,1389,other,Internal,13,1,True,False,motorpump,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,1970-1979
7717,14226,0.0,960,World Bank,0,other,Wami / Ruvu,5,289,True,True,submersible,vwc,never pay,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
7718,1084,0.0,3472,other,1265,other,Lake Victoria,20,60,False,False,rope pump,private operator,never pay,soft,good,seasonal,rainwater harvesting,surface,hand pump,2000-2009
7719,29695,0.0,393,Rwssp,0,other,Internal,17,0,True,True,handpump,wug,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
7720,53357,20.0,284,other,800,other,Pangani,3,1,True,True,gravity,water authority,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7721,38502,30.0,262,other,973,DWE,Pangani,2,150,True,True,gravity,vwc,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,1980-1989
7722,45263,0.0,415,other,0,DWE,Internal,17,0,True,True,gravity,vwc,per bucket,soft,good,insufficient,river,surface,communal standpipe,unknown
7723,11664,0.0,304,World Bank,1942,other,Internal,21,1,True,True,gravity,vwc,never pay,soft,good,enough,river,surface,other,2010-2013
7724,45951,1000.0,1006,other,258,RWE,Rufiji,5,35,True,True,handpump,vwc,annually,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
7725,31956,0.0,278,other,1400,other,Lake Nyasa,10,40,False,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7726,72722,0.0,279,other,870,DWE,Pangani,3,1,False,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,other,1970-1979
7727,1457,0.0,321,other,826,other,Lake Tanganyika,16,0,True,True,handpump,vwc,never pay,soft,good,dry,shallow well,groundwater,hand pump,2010-2013
7728,58604,500.0,1013,Danida,1668,other,Lake Nyasa,11,35,True,False,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7729,10150,0.0,998,other,632,other,Wami / Ruvu,5,685,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,2000-2009
7730,13140,0.0,871,other,0,other,Lake Nyasa,12,0,True,True,handpump,vwc,never pay,soft,good,dry,hand dtw,groundwater,hand pump,unknown
7731,4158,0.0,846,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,unknown
7732,33365,0.0,214,other,456,other,Pangani,3,100,True,False,gravity,vwc,never pay,soft,good,insufficient,rainwater harvesting,surface,communal standpipe,1990-1999
7733,2512,0.0,312,other,0,other,Lake Tanganyika,14,0,False,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7734,3792,0.0,414,other,0,DWE,Internal,14,0,True,False,submersible,vwc,per bucket,soft,good,enough,dam,surface,communal standpipe,unknown
7735,41158,0.0,307,other,1331,other,Internal,13,1,False,False,motorpump,vwc,unknown,unknown,unknown,unknown,machine dbh,groundwater,communal standpipe,1970-1979
7736,49470,0.0,967,other,0,other,Wami / Ruvu,5,190,True,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,1980-1989
7737,45060,30.0,973,other,1031,other,Wami / Ruvu,5,2100,True,True,other,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
7738,61264,0.0,415,Rwssp,0,DWE,Internal,17,0,True,True,gravity,vwc,per bucket,soft,good,insufficient,river,surface,communal standpipe,unknown
7739,42048,0.0,294,other,1207,other,Lake Tanganyika,16,350,True,False,gravity,unknown,unknown,soft,good,insufficient,spring,groundwater,hand pump,2010-2013
7740,52317,0.0,867,other,0,other,Lake Nyasa,12,0,True,True,gravity,water authority,monthly,soft,good,enough,spring,groundwater,communal standpipe,unknown
7741,26066,30.0,307,other,319,other,Ruvuma / Southern Coast,90,86,True,True,other,vwc,per bucket,soft,good,dry,machine dbh,groundwater,other,1980-1989
7742,5082,0.0,400,other,1800,other,Lake Victoria,20,200,False,True,handpump,private operator,unknown,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
7743,39794,0.0,845,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7744,282,0.0,396,other,0,other,Internal,17,0,True,True,motorpump,wug,per bucket,soft,good,insufficient,shallow well,groundwater,communal standpipe,unknown
7745,13617,1000.0,292,Danida,979,Danida,Lake Nyasa,10,250,True,False,handpump,wug,monthly,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
7746,70883,500.0,964,other,1864,other,Rufiji,11,85,True,True,gravity,wua,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
7747,46582,0.0,850,other,774,DWE,Lake Tanganyika,15,1,False,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,1980-1989
7748,18763,0.0,788,other,0,other,Lake Nyasa,12,0,True,True,gravity,water authority,never pay,soft,good,dry,river,surface,communal standpipe,unknown
7749,13744,0.0,290,other,1395,other,Pangani,3,1,True,True,gravity,company,never pay,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
7750,71273,500.0,974,Danida,1774,DWE,Rufiji,11,350,True,True,gravity,wua,monthly,soft,good,enough,river,surface,communal standpipe,1990-1999
7751,2447,0.0,853,Hesawa,1224,DWE,Lake Victoria,19,300,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
7752,74063,50.0,1012,other,23,other,Wami / Ruvu,6,10,False,True,motorpump,private operator,per bucket,soft,good,enough,river,surface,communal standpipe,2010-2013
7753,33761,0.0,283,other,1680,other,Internal,21,268,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7754,73129,0.0,880,Hesawa,0,DWE,Lake Victoria,18,0,True,True,other,vwc,never pay,soft,good,insufficient,shallow well,groundwater,other,unknown
7755,38438,0.0,961,other,0,DWE,Internal,1,0,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
7756,66706,0.0,266,other,26,other,Wami / Ruvu,7,400,False,False,other,vwc,unknown,unknown,unknown,dry,shallow well,groundwater,other,1970-1979
7757,71117,2500.0,995,other,1526,other,Rufiji,11,65,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
7758,7078,0.0,1017,other,75,other,Rufiji,60,1,True,True,motorpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
7759,519,0.0,854,other,0,other,Lake Victoria,19,0,True,False,handpump,vwc,never pay,soft,good,dry,shallow well,groundwater,hand pump,unknown
7760,55708,0.0,869,other,0,DWE,Lake Tanganyika,18,0,True,True,handpump,vwc,monthly,soft,good,enough,shallow well,groundwater,hand pump,unknown
7761,38509,0.0,996,other,215,DWE,Pangani,4,160,True,False,gravity,vwc,never pay,soft,good,seasonal,spring,groundwater,communal standpipe,1990-1999
7762,57945,0.0,1010,other,435,other,Wami / Ruvu,5,50,True,True,handpump,wua,never pay,soft,good,enough,shallow well,groundwater,hand pump,2010-2013
7763,27176,0.0,1003,other,-1,other,Pangani,4,50,True,False,other,vwc,never pay,soft,good,seasonal,shallow well,groundwater,other,unknown
7764,68377,50.0,412,other,1153,other,Lake Victoria,20,320,True,True,gravity,vwc,monthly,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
7765,849,0.0,258,other,1401,other,Pangani,2,120,True,True,gravity,vwc,unknown,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7766,47114,4000.0,986,other,334,DWE,Wami / Ruvu,5,1,True,True,other,vwc,annually,unknown,unknown,dry,shallow well,groundwater,other,1990-1999
7767,41438,4000.0,1017,other,1934,other,Rufiji,11,50,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,2000-2009
7768,21111,0.0,308,other,1899,other,Lake Rukwa,15,450,True,True,gravity,vwc,never pay,soft,good,enough,river,surface,communal standpipe,2010-2013
7769,37406,0.0,416,other,0,other,Internal,14,0,True,False,submersible,vwc,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,unknown
7770,10498,0.0,876,other,0,other,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,improved spring,unknown
7771,34231,0.0,287,other,1380,other,Pangani,3,45,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,2000-2009
7772,56341,0.0,320,other,1516,other,Internal,13,1,True,True,motorpump,wug,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe,2000-2009
7773,18051,0.0,408,other,0,other,Internal,17,0,True,True,other,wug,never pay,soft,good,enough,shallow well,groundwater,other,unknown
7774,35331,1500.0,334,other,1068,DWE,Ruvuma / Southern Coast,10,0,True,True,handpump,vwc,monthly,soft,good,dry,shallow well,groundwater,hand pump,2010-2013
7775,58056,0.0,977,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,enough,river,surface,communal standpipe,unknown
7776,61167,500.0,1012,Danida,1978,Commu,Lake Nyasa,11,0,True,False,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7777,4920,0.0,997,other,0,Commu,Wami / Ruvu,1,0,True,True,motorpump,vwc,per bucket,salty,salty,dry,machine dbh,groundwater,communal standpipe,unknown
7778,40357,0.0,960,other,0,other,Rufiji,12,0,True,True,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7779,43318,50.0,992,other,682,DWE,Rufiji,11,1,True,True,gravity,vwc,per bucket,soft,good,dry,spring,groundwater,communal standpipe,2000-2009
7780,21087,0.0,313,other,304,other,Ruvuma / Southern Coast,80,680,True,True,gravity,wua,never pay,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
7781,68111,0.0,320,other,1261,RWE,Lake Tanganyika,16,300,True,False,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,1990-1999
7782,11661,0.0,983,other,521,RWE,Wami / Ruvu,5,1,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,1970-1979
7783,16322,3000.0,1001,Danida,882,other,Rufiji,11,1,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7784,49232,0.0,976,World Bank,0,Commu,Internal,1,0,True,False,submersible,vwc,per bucket,soft,good,dry,machine dbh,groundwater,communal standpipe,unknown
7785,54765,4700.0,910,other,1213,other,Rufiji,11,75,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,1980-1989
7786,71388,0.0,969,other,0,DWE,Wami / Ruvu,1,0,True,False,motorpump,vwc,per bucket,soft,good,dry,machine dbh,groundwater,communal standpipe,unknown
7787,18604,500.0,286,other,1212,DWE,Internal,21,720,True,True,handpump,vwc,annually,soft,good,enough,shallow well,groundwater,hand pump,2010-2013
7788,44350,0.0,855,other,0,other,Lake Victoria,18,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7789,62598,0.0,279,other,1533,other,Lake Victoria,20,500,False,True,handpump,wug,unknown,salty,salty,dry,machine dbh,groundwater,hand pump,2000-2009
7790,43591,500.0,319,other,1039,RWE,Lake Tanganyika,16,100,True,True,gravity,vwc,monthly,soft,good,enough,river,surface,communal standpipe,1980-1989
7791,51885,0.0,309,other,1360,DWE,Lake Tanganyika,16,350,True,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,improved spring,2010-2013
7792,13290,0.0,290,other,0,DWE,Lake Victoria,17,0,False,False,handpump,wug,unknown,soft,good,enough,shallow well,groundwater,hand pump,unknown
7793,12485,0.0,311,other,847,Government,Ruvuma / Southern Coast,80,250,False,True,other,vwc,unknown,soft,good,dry,shallow well,groundwater,other,1980-1989
7794,1968,0.0,1004,other,302,other,Rufiji,5,450,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
7795,62032,0.0,868,other,0,other,Lake Victoria,18,0,True,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7796,13395,0.0,420,World Bank,0,other,Internal,14,0,True,True,gravity,vwc,per bucket,soft,good,enough,dam,surface,communal standpipe,unknown
7797,27384,0.0,875,Hesawa,0,other,Lake Victoria,18,0,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
7798,50484,50.0,312,other,64,other,Ruvuma / Southern Coast,80,1,True,False,submersible,wua,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
7799,23050,0.0,873,Danida,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
7800,31156,0.0,420,other,0,other,Lake Victoria,17,0,False,True,other,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,unknown
7801,32559,0.0,250,other,1653,other,Pangani,2,98,True,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7802,70435,0.0,410,other,0,DWE,Lake Tanganyika,14,0,True,True,submersible,vwc,never pay,soft,good,insufficient,machine dbh,groundwater,communal standpipe,unknown
7803,22655,0.0,984,other,0,DWE,Internal,1,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
7804,44573,0.0,1000,other,325,RWE,Wami / Ruvu,5,1,True,True,other,vwc,never pay,salty,salty,seasonal,shallow well,groundwater,other,1980-1989
7805,9332,0.0,994,other,2146,other,Rufiji,11,20,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
7806,46413,0.0,410,other,0,DWE,Internal,14,0,False,False,handpump,vwc,never pay,unknown,unknown,seasonal,shallow well,groundwater,hand pump,unknown
7807,6930,0.0,297,other,1433,other,Internal,21,233,True,True,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,1990-1999
7808,7830,0.0,851,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7809,30613,30.0,286,other,933,other,Pangani,21,300,True,True,submersible,water authority,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
7810,2715,0.0,864,other,0,DWE,Lake Victoria,18,0,True,True,gravity,vwc,annually,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
7811,1873,100.0,314,other,1088,DWE,Lake Tanganyika,16,1500,True,False,other,vwc,monthly,soft,good,enough,shallow well,groundwater,other,1980-1989
7812,69719,0.0,875,other,0,DWE,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
7813,31230,0.0,1012,other,-30,other,Rufiji,60,260,True,False,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7814,57424,300.0,280,other,1342,other,Pangani,3,10,True,True,gravity,water board,other,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7815,20682,0.0,213,other,1721,other,Pangani,2,250,True,True,gravity,vwc,unknown,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
7816,23566,0.0,978,other,0,other,Lake Rukwa,12,0,True,False,handpump,vwc,on failure,soft,good,enough,shallow well,groundwater,hand pump,unknown
7817,38271,0.0,971,other,0,Government,Lake Rukwa,12,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7818,47572,0.0,961,Danida,0,DWE,Lake Rukwa,12,0,True,True,gravity,vwc,on failure,soft,good,insufficient,river,surface,communal standpipe,unknown
7819,71841,0.0,867,other,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7820,73967,0.0,289,other,0,DWE,Internal,17,0,True,False,handpump,wug,other,soft,good,enough,shallow well,groundwater,hand pump,unknown
7821,60861,0.0,865,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7822,20526,1000.0,1000,other,1695,DWE,Lake Nyasa,11,55,True,False,gravity,vwc,annually,soft,good,insufficient,river,surface,communal standpipe,2000-2009
7823,38337,0.0,856,Danida,0,Danida,Lake Rukwa,12,0,False,False,handpump,vwc,on failure,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7824,20014,0.0,867,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
7825,57709,50.0,1019,other,88,other,Wami / Ruvu,60,4208,False,False,handpump,private operator,per bucket,salty,salty,enough,shallow well,groundwater,hand pump,2000-2009
7826,19588,0.0,999,other,1394,other,Wami / Ruvu,5,270,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,1960-1969
7827,27587,450.0,0,other,1623,other,Pangani,3,110,True,True,gravity,water board,other,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
7828,9984,1000.0,279,other,1565,other,Internal,13,300,True,False,handpump,vwc,annually,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
7829,70608,0.0,302,other,1063,DWE,Lake Tanganyika,16,340,True,True,handpump,vwc,unknown,soft,good,insufficient,shallow well,groundwater,hand pump,2010-2013
7830,64499,0.0,400,other,1740,other,Lake Victoria,20,200,True,True,handpump,vwc,unknown,soft,good,enough,machine dbh,groundwater,hand pump,2000-2009
7831,38582,0.0,288,other,1603,other,Internal,21,234,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7832,359,2000.0,994,Danida,1100,other,Rufiji,11,1,True,True,gravity,vwc,annually,soft,good,dry,spring,groundwater,communal standpipe,1990-1999
7833,11158,0.0,862,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
7834,37242,5.0,249,other,1207,DWE,Pangani,3,40,True,True,gravity,water board,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
7835,71892,0.0,865,Hesawa,0,DWE,Lake Tanganyika,18,0,True,True,handpump,vwc,per bucket,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7836,18826,0.0,405,other,0,Government,Lake Victoria,19,0,True,True,motorpump,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,unknown
7837,42859,0.0,394,other,0,other,Internal,17,0,True,True,other,wug,never pay,soft,good,seasonal,shallow well,groundwater,other,unknown
7838,52768,0.0,978,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,seasonal,spring,groundwater,communal standpipe,unknown
7839,34690,0.0,867,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,unknown
7840,28004,0.0,998,other,1788,other,Lake Nyasa,11,150,True,False,gravity,vwc,on failure,soft,good,enough,river,surface,communal standpipe,2000-2009
7841,45813,0.0,302,other,1249,DWE,Lake Tanganyika,16,120,True,False,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
7842,56875,40000.0,1014,other,1708,DWE,Rufiji,11,430,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
7843,14917,0.0,878,Hesawa,0,DWE,Lake Victoria,18,0,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
7844,30105,0.0,970,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
7845,12955,500.0,993,other,268,RWE,Rufiji,5,800,True,True,handpump,vwc,monthly,soft,good,insufficient,shallow well,groundwater,hand pump,1980-1989
7846,44032,0.0,410,other,0,DWE,Internal,14,0,True,False,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
7847,53634,0.0,319,other,866,other,Internal,13,456,True,False,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,1990-1999
7848,13922,0.0,411,other,0,DWE,Internal,17,0,True,False,handpump,wug,other,soft,good,enough,shallow well,groundwater,hand pump,unknown
7849,67888,0.0,853,other,0,other,Lake Rukwa,12,0,False,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,other,unknown
7850,24970,0.0,984,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
7851,47673,0.0,972,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
7852,12015,0.0,316,other,0,other,Lake Victoria,17,0,True,False,other,wug,other,soft,good,enough,shallow well,groundwater,other,unknown
7853,20259,0.0,248,other,1832,other,Internal,2,540,True,False,gravity,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,2000-2009
7854,24333,0.0,287,other,1861,other,Internal,21,320,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
7855,48864,0.0,834,other,1732,DWE,Lake Rukwa,15,250,True,False,handpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,hand pump,2000-2009
7856,3186,300.0,978,other,264,DWE,Rufiji,5,195,True,True,gravity,vwc,monthly,soft,good,insufficient,river,surface,communal standpipe,1990-1999
7857,40617,0.0,321,other,856,other,Internal,13,250,True,False,motorpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,1970-1979
7858,39727,0.0,258,Danida,1041,other,Lake Nyasa,10,0,False,True,other,other,on failure,soft,good,dry,shallow well,groundwater,other,1990-1999
7859,26524,0.0,403,other,1231,other,Lake Victoria,20,250,False,True,handpump,vwc,unknown,salty,salty,enough,shallow well,groundwater,hand pump,2000-2009
7860,49963,0.0,252,other,1690,DWE,Pangani,2,150,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,1990-1999
7861,33392,0.0,183,other,1545,DWE,Pangani,3,1,False,True,gravity,other,never pay,soft,good,insufficient,river,surface,other,1970-1979
7862,65604,0.0,261,other,3,other,Wami / Ruvu,7,70,True,False,motorpump,other - school,never pay,soft,good,seasonal,machine dbh,groundwater,communal standpipe,2000-2009
7863,25439,1200.0,316,other,1262,DWE,Lake Tanganyika,16,650,True,True,gravity,water board,annually,soft,good,enough,river,surface,communal standpipe,1970-1979
7864,32689,0.0,1004,other,361,DWE,Rufiji,5,700,True,True,handpump,other,never pay,salty,salty,enough,shallow well,groundwater,hand pump,2000-2009
7865,39346,0.0,400,other,0,other,Lake Tanganyika,14,0,True,True,gravity,vwc,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,unknown
7866,44111,0.0,846,other,0,other,Lake Victoria,19,0,True,True,other,vwc,never pay,unknown,unknown,dry,shallow well,groundwater,other,unknown
7867,48509,0.0,994,World Bank,0,DWE,Internal,1,0,True,False,motorpump,vwc,never pay,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,unknown
7868,58191,0.0,404,other,0,other,Lake Tanganyika,14,0,True,True,handpump,vwc,never pay,soft,good,dry,shallow well,groundwater,hand pump,unknown
7869,38311,0.0,402,Hesawa,1531,other,Lake Victoria,20,500,False,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
7870,32588,30.0,984,other,292,other,Pangani,4,150,False,True,submersible,vwc,per bucket,soft,good,enough,river,surface,communal standpipe,2010-2013
7871,51097,0.0,961,other,1761,other,Rufiji,11,280,True,True,rope pump,wua,on failure,soft,good,dry,hand dtw,groundwater,hand pump,2000-2009
7872,21616,10.0,303,other,693,other,Ruvuma / Southern Coast,90,180,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
7873,1546,3000.0,315,other,1171,DWE,Lake Tanganyika,16,800,True,True,gravity,vwc,on failure,soft,good,enough,spring,groundwater,communal standpipe,1980-1989
7874,50592,0.0,313,other,18,other,Ruvuma / Southern Coast,80,300,True,True,handpump,vwc,unknown,salty,salty,seasonal,machine dbh,groundwater,hand pump,2010-2013
7875,15153,0.0,833,other,1827,DWE,Lake Tanganyika,15,350,True,True,gravity,vwc,never pay,soft,good,insufficient,river,surface,communal standpipe,1980-1989
7876,60451,0.0,311,other,1976,other,Internal,21,215,True,True,gravity,vwc,never pay,soft,good,enough,river,surface,communal standpipe,2000-2009
7877,39092,0.0,971,other,0,other,Rufiji,12,0,False,True,gravity,water board,never pay,coloured,colored,seasonal,river,surface,communal standpipe,unknown
7878,44066,0.0,414,Rwssp,0,DWE,Internal,17,0,False,False,other,wug,unknown,soft,good,seasonal,shallow well,groundwater,other,unknown
7879,44259,1000.0,1003,Danida,1292,other,Rufiji,11,1,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,1980-1989
